round,accuracy,f1
1,0.7601916909477081,0.7228756427984366
2,0.8325186374034282,0.8085667460570852
3,0.8622538635767455,0.8387776652083363
4,0.8708342617952269,0.8494069576932772
5,0.8786643687822435,0.8582962223289521
6,0.8856200762137935,0.8652345011205956
7,0.8883278941920125,0.8684210760345177
8,0.8907169794290453,0.8708715030795673
9,0.8845143838726874,0.8650311210768794
10,0.8907931368096828,0.8712424685786387
11,0.8907169794290453,0.8712002459867892
12,0.8920144755436086,0.8726167778440388
13,0.8924403927464326,0.8730804482715819
14,0.892525012058252,0.8731217028849513
15,0.8932583794273529,0.8737735235929058
16,0.884311297524321,0.8635199221737803
17,0.8937999430229967,0.8744632546096759
18,0.8940453390272728,0.8746615705390268
19,0.8943668924121863,0.8748274214246673
20,0.8957490078385689,0.8762568002426995
21,0.8957123394701139,0.8762016593033561
22,0.8939240513469984,0.8746022120973258
23,0.8828643072922102,0.861834485638688
24,0.8941666267075472,0.8748570541216573
25,0.8944345878616418,0.8750740506964266
26,0.8938253288165425,0.8745309449543645
27,0.8943471479060952,0.874866933964142
28,0.8956079756522033,0.8761647606192965
29,0.8943330446874586,0.8750227062038364
30,0.8947674238214646,0.8754148845183131
