round,accuracy,f1
1,0.3365592095428019,0.22613109949115337
2,0.351875304982103,0.21427677197696207
3,0.4469253573050442,0.3144307785337268
4,0.5804010391251492,0.516656927524373
5,0.6290120131216346,0.5832686456386046
6,0.6317734233306725,0.5601636691213788
7,0.6725176219716864,0.6204594405285887
8,0.6544937085541662,0.5921288875802143
9,0.6834758228522914,0.6285064802533203
10,0.6929954954319675,0.6401907075589568
11,0.7018777025292713,0.6491332318688031
12,0.7026872272790096,0.6516152418902169
13,0.7079759342677185,0.6538370377900992
14,0.7185505276014091,0.6730163998004743
15,0.7032513560244719,0.6518886084721655
16,0.7026223524732814,0.6484653326340453
17,0.7127287189482384,0.6583236715892465
18,0.7224091682203713,0.6707242239089864
19,0.7284848348090001,0.6774563246125721
20,0.7197718663353351,0.6672015071482315
21,0.7006027715645264,0.6459818644768418
22,0.7362133986218334,0.683792577794867
23,0.7344420343610819,0.6836801154418427
24,0.7286343289265477,0.6788649622305699
25,0.7185674514637731,0.6701292851474261
26,0.7318414008445008,0.683328264771853
27,0.740963362658626,0.6898103059098605
28,0.729362055008194,0.6775777256071377
29,0.739361237021513,0.688211063363589
30,0.7408759227030793,0.6911686535546724
