round,accuracy,f1
1,0.7191682485776903,0.666017800869207
2,0.7898676836027518,0.7588053179128803
3,0.8413077632577307,0.8120315851777048
4,0.8513407929957775,0.8273281121509882
5,0.8218255770331905,0.8012579613398662
6,0.8561076808949338,0.832325240389308
7,0.868715958356016,0.8456096463781075
8,0.8642367761170454,0.8411437701207511
9,0.8578367354997758,0.8359872908139657
10,0.8782130657858737,0.8569202418735351
11,0.8624372054190207,0.8395300657432699
12,0.8782469135106014,0.8578536917592244
13,0.8730682116272576,0.8512101166754786
14,0.8628997909902998,0.841294948156586
15,0.8664848291677126,0.8429304242739071
16,0.8710091417063203,0.8480548581022443
17,0.8736238784415379,0.8536228390326688
18,0.8713927492532346,0.8488205803689542
19,0.878514874664696,0.8568088562130451
20,0.855365851594651,0.8313322517133698
21,0.879284910402252,0.858629558067874
22,0.8827909705553001,0.8628877021504953
23,0.8763373377072116,0.8558151167615368
24,0.8579862296173233,0.8367129761435091
25,0.8682505521410097,0.8442760275133253
26,0.8849205565694203,0.8643952620194434
27,0.868425432052103,0.8482242465548414
28,0.8728199949792541,0.8497023709348763
29,0.873832606077359,0.8530345150271152
30,0.8606094282837229,0.835577517290864
