round,accuracy,f1
1,0.23028863647261577,0.16084207053257946
2,0.35683117601098924,0.2609086557153987
3,0.3698597293874408,0.26026151539705744
4,0.5191394780116718,0.43887095861734376
5,0.5247638416039309,0.4418595002984652
6,0.5718065376880311,0.4967951418845631
7,0.652254117434681,0.6041225907122658
8,0.6375134333157513,0.5604433010177899
9,0.697945725173399,0.6462622426463696
10,0.6343853394221629,0.5650738883403019
11,0.6779106927783058,0.6183291058142361
12,0.7138428732205264,0.6608138079449126
13,0.7096513966417416,0.6572835198370945
14,0.6886911931040902,0.6201145767277197
15,0.729443853676286,0.6737109535118108
16,0.6784155880054946,0.6195161729730426
17,0.7166099247170189,0.6630196248220072
18,0.7107570889828476,0.6560305227428032
19,0.7028395420402844,0.6354632319473418
20,0.692374953811959,0.6129767249832221
21,0.7216758008512703,0.6665186456156875
22,0.7115807169512226,0.6455054866426028
23,0.7253680234903209,0.6721321303608452
24,0.7273368328119844,0.6733291472480084
25,0.7332545433518838,0.6785383308155699
26,0.7325296379139647,0.6771300971583343
27,0.739578426588516,0.6837721821982554
28,0.7387237715391407,0.681331811330265
29,0.7371385697643916,0.676826868940571
30,0.6850102530399488,0.6055900964715449
