round,accuracy,f1
1,0.5885301343472608,0.505080949653017
2,0.663674903886565,0.591354321528624
3,0.7345746046162656,0.6785465403336399
4,0.7137385094026159,0.6619714542437264
5,0.7192020963024182,0.6693141826307789
6,0.7370031788654807,0.6885767449815456
7,0.7366759841931125,0.6887322257754371
8,0.7354856725401872,0.6919286601038398
9,0.7352374558921837,0.6876305342915493
10,0.742503434133738,0.6988458753411098
11,0.762981307594019,0.7169129130805473
12,0.7619912616457328,0.7129109139465561
13,0.7631166984929301,0.7152043826740031
14,0.7634128660842977,0.7139018845383821
15,0.7597601324574295,0.716241059017873
16,0.7620871635324614,0.7153356823522485
17,0.7614158503253613,0.7212943732160363
18,0.7560763717495607,0.714287918323971
19,0.7749916085849112,0.7316784654057156
20,0.7752511078078239,0.7334107441429353
21,0.7770140101373936,0.7364489962725229
22,0.7771465803925772,0.7355004430942422
23,0.7760747357761989,0.7324403499196044
24,0.7843871728405857,0.7370640452061306
25,0.7791689819450595,0.7296818860173816
26,0.7780463657415896,0.7323351226014944
27,0.7883558185649129,0.7472902835538406
28,0.788330432771367,0.7452102822638121
29,0.7889678982537395,0.7459371615484721
30,0.7890525175655588,0.7430505238665024
