round,accuracy,f1
1,0.41956793379385043,0.2933928740743274
2,0.7199382843152464,0.6639816611541158
3,0.7424244561093732,0.6895297118521578
4,0.7677735812867212,0.7349293875218056
5,0.7934950314360744,0.7684758639293162
6,0.7843279393223122,0.7516941678637091
7,0.811225597905954,0.7852626800316458
8,0.8357539157586544,0.8102082719326532
9,0.8486245130863765,0.8270500843306002
10,0.8547030003187327,0.832511397143048
11,0.8700867912074893,0.8479279472091457
12,0.8628179923222078,0.8391597121485378
13,0.7994071006885192,0.742430331122002
14,0.7900623080199363,0.7309484260418877
15,0.7939406931449895,0.7350556442881522
16,0.8035788327612128,0.7454550110120632
17,0.878514874664696,0.8570596490661203
18,0.8116881834772331,0.7543598056250012
19,0.7865054762797966,0.7272513488219876
20,0.7832391708435699,0.7235724543361353
21,0.8648234700123262,0.8394002307762741
22,0.7864462427615231,0.7267596205167786
23,0.8737818344902674,0.8508260313131187
24,0.8923050018475216,0.872229888578448
25,0.8894166626707547,0.8689860818142534
26,0.8827119925309355,0.8614328231285019
27,0.7972577701683078,0.7389576458619096
28,0.7849315570799568,0.7253710763756698
29,0.8367693475004866,0.8049990709223269
30,0.8921949967421565,0.8725566681252265
