epoch,train_loss,test_loss,test_acc,test_f1
1,0.6086154684998711,0.4145111713599027,0.7514900050489522,0.7134637228407459
2,0.4203744273865112,0.31405903947430397,0.8333281621531666,0.813496685631695
3,0.3452273446043343,0.29546483398747103,0.8316075694795066,0.811262608652715
4,0.2954527066307858,0.32937008556946096,0.799333763951609,0.7483086075029071
5,0.26956587887964845,0.2052558271237068,0.8787179610130624,0.8579885417637587
6,0.23191378908054483,0.1791313763716461,0.8881107046250095,0.8680323358542691
7,0.21879356368395683,0.17060443045011423,0.8899554056226712,0.8704838276516881
8,0.25841153381382775,0.3233120302893784,0.8077421029027244,0.7795581759708962
9,0.21640905710170066,0.16990416181291965,0.8896479554563943,0.8696140312750953
10,0.2316614389177457,0.2801924754760671,0.8148952553951863,0.769947461431817
11,0.22894842113540625,0.15931271784451248,0.8941158551204555,0.8744870802784785
12,0.20335417736958206,0.16410214598897982,0.8930750375850777,0.8736905631688596
13,0.22335989035680112,0.21266034942728468,0.8845143838726874,0.8645303135310791
14,0.1930066914762419,0.1694924897425496,0.8901302855337645,0.8700110694297613
15,0.19347392851931489,0.15818929663179357,0.8917211285959682,0.8725410387417405
16,0.19487904667886588,0.15704936089179244,0.894265349238003,0.8743393240128146
17,0.22046343824855685,0.16873361698943534,0.8910921250447777,0.871430796548747
18,0.19797170351306737,0.15420989867475662,0.8952412919676529,0.8755399018042561
19,0.19569714052123663,0.15702153210454795,0.8944289465741871,0.8745198512317117
20,0.17948067607093302,0.15224191937617199,0.8960000451302996,0.8764251753064785
21,0.17376045332869336,0.14955731096544236,0.896428782976851,0.8768259412607378
22,0.18093759567150733,0.15036634534172968,0.896392114608396,0.8767813106451235
23,0.1667500040246343,0.15120302267851907,0.8953005254859264,0.8757091570651899
24,0.175547151588847,0.1488496274696426,0.8964541687703967,0.876837572453405
25,0.16669272642502964,0.15340662269425856,0.8957236220450231,0.8761055756045029
26,0.16264890586655217,0.15059624880412664,0.8963244191589405,0.8768564595327824
27,0.17798574046221802,0.24627818047005548,0.8575349266209534,0.8332358957061586
28,0.16292029618813422,0.19150723204878697,0.8763345170634842,0.8536159416837532
29,0.16660039136153457,0.1459190028400624,0.8974019050627734,0.8778268896981953
30,0.16466473071613255,0.14794898295650072,0.8972016393581344,0.8776658096094289
31,0.1605214893761412,0.14658203246833193,0.8971903567832251,0.8775750490145957
32,0.1561087109151865,0.1457851735575756,0.8975824262613213,0.8779846697428646
33,0.17292592379738894,0.14789593840637044,0.8970465039531322,0.8774777585521221
34,0.159883586167805,0.14978673413759322,0.8966403312563993,0.8768872664270918
35,0.16700019510615033,0.14816540382883964,0.8972129219330436,0.8776207456419578
36,0.16694975481807825,0.1686059155067727,0.8849515836504207,0.8666175955220818
37,0.1697669874764767,0.1471107357685577,0.8972185632204982,0.8775953708831582
38,0.1555392079977301,0.14494330499955962,0.8977121758727777,0.8780666382471032
39,0.1591530612069935,0.14541052616502095,0.8976839694355045,0.8780556349892403
40,0.15801195128346643,0.14657032655617802,0.8973201063946814,0.8777374614189962
41,0.15474851272905418,0.14790851973527555,0.8969506020664036,0.8774030123667128
42,0.15489654611251083,0.145391197823607,0.897624735917231,0.8780384953390971
43,0.15286554529441157,0.14539719133888857,0.8975570404677755,0.8779477444468938
44,0.15535184882647812,0.14560062590928813,0.8975683230426849,0.8779610707036233
45,0.16086268496406844,0.14658285154573233,0.8974329321437738,0.877800263213349
46,0.16312809560459027,0.14600830778456753,0.8974216495688646,0.8778212403088838
47,0.15327042127109647,0.14510452027822765,0.8975739643301395,0.8779621469783444
48,0.15568174759380138,0.1467423502978785,0.8972862586699537,0.877591528952685
49,0.15617099394247586,0.1464227427912094,0.8975852469050487,0.877942367101421
50,0.1525393720514153,0.14732034747953057,0.897370877981773,0.8777814490542132
51,0.15571492826726657,0.14606117181687417,0.8973765192692276,0.8777144077712742
52,0.1603389981179496,0.18441135979244896,0.8806642051849073,0.8584510658765542
53,0.15165730720931134,0.14794683543277684,0.8973003618885902,0.87766404785504
54,0.15222503622012487,0.1453937744438971,0.8974611385810469,0.8778169326093935
55,0.15354309332522473,0.1454855932489585,0.8974554972935923,0.877852674688591
