round,accuracy,f1
1,0.6071125352227885,0.534633147869455
2,0.7551850483317303,0.6988899539084473
3,0.7606486352315326,0.7074125704909714
4,0.764366243664129,0.7073247650402157
5,0.8115471512908676,0.7871660412919013
6,0.8477754993244558,0.8282596332718267
7,0.799714550854796,0.7709172327471641
8,0.8745264844342776,0.8529136985824203
9,0.8112030327561356,0.7698423058090217
10,0.8110112289826784,0.7696034636712713
11,0.8155073350840129,0.7690614582542168
12,0.8233853930143937,0.7770517047022415
13,0.8175833288673141,0.763211709435886
14,0.8647191061944157,0.8403454777747922
15,0.8624766944312031,0.8379986710155959
16,0.8828981550169379,0.8614588183243282
17,0.8726028054122512,0.8503252379326196
18,0.8206550098863563,0.7718798795591131
19,0.8188131295324219,0.7632490731124943
20,0.866958697313901,0.8425832560946117
21,0.8206832163236294,0.7666760100717437
22,0.8377622140925002,0.8011652128317551
23,0.8946066471290078,0.8749268582986356
24,0.8905533820928613,0.8703604455794989
25,0.8937604540108144,0.8739598271251059
26,0.838729694890968,0.802666493724961
27,0.8432596487170302,0.8110704109434639
28,0.8947561412465553,0.8749178421313246
29,0.8729469239469831,0.8494448494136674
30,0.8900146391409447,0.8703152178715471
