round,accuracy,f1
1,0.41442872092268895,0.3549186534458572
2,0.7577856818483114,0.7327256238651152
3,0.7676297284566284,0.723292455815448
4,0.8174338347497666,0.7921872198019488
5,0.7862600802755205,0.7488617517913003
6,0.8065771770433449,0.7784220600020447
7,0.8420270274081951,0.8147346475069621
8,0.8759283443667514,0.8544859646395756
9,0.8723884364889755,0.8521704798524159
10,0.8819165709998336,0.8611781397735961
11,0.8828502040735736,0.8621619657845656
12,0.822327651616652,0.781441010628972
13,0.8262201399603417,0.7803754482553195
14,0.8771073734447675,0.8546111724674486
15,0.8901415681086737,0.8698967057932666
16,0.8900823345904002,0.8703237263804234
17,0.8927591254876188,0.8727155965212557
18,0.8900287423595813,0.8696645241893042
19,0.8919129323694254,0.8724002844919976
20,0.8924037243779775,0.8729419498355647
21,0.8943386859749132,0.8747073869785132
22,0.8924234688840688,0.872514840099909
23,0.8947392173841914,0.8748265162313202
24,0.8929960595607129,0.8732072870323745
25,0.8933091510144445,0.8735408139435691
26,0.8951284662185603,0.8754580596280632
27,0.8956559265955676,0.8760471890929467
28,0.895576948571203,0.8760033898974278
29,0.8958279858629337,0.8760440227719787
30,0.8937096824237227,0.874347874349656
