round,accuracy,f1
1,0.8299998025549391,0.803128733080412
2,0.8661576344953446,0.8435007124842083
3,0.8775868828784105,0.8560693889230525
4,0.8777307357085034,0.8578490762196214
5,0.8818178484693777,0.862403582589798
6,0.8888102242693827,0.8691867657159847
7,0.8844128406985042,0.8652677807319329
8,0.8914700913042375,0.8719283003491118
9,0.8883814864228314,0.8692381292671792
10,0.8925137294833427,0.8730929621241125
11,0.8924855230460695,0.8730706823569494
12,0.8827881499115728,0.8644731410359661
13,0.8932273523463525,0.8737948671890419
14,0.8936589108366312,0.8743205615791385
15,0.8930496517915318,0.8736594537562826
16,0.8944994626673699,0.8750957006520018
17,0.8952384713239255,0.8757278150022899
18,0.8949789721010128,0.8754872103049405
19,0.8942230395820934,0.8749034024900972
20,0.8933881290388093,0.873961033299434
21,0.8953230906357449,0.8759133613058261
22,0.8935686502373572,0.8742690622766506
23,0.8941976537885477,0.8748494309858098
24,0.895658747239295,0.876218950778645
25,0.894744858671646,0.8753518443740229
26,0.8973624160505911,0.8777034263471108
27,0.8972608728764079,0.8776113915291401
28,0.8967757221553103,0.877231094378125
29,0.8973031825323176,0.8777070075689768
30,0.8974921656620474,0.8778252350266506
