round,accuracy,f1
1,0.7629841282377464,0.7396140613474382
2,0.8031134265462063,0.7820925093265526
3,0.8626064440426594,0.8406008715374932
4,0.8699429383773964,0.8481246361616861
5,0.8695988198426645,0.8489652106933779
6,0.8796939037427122,0.8585080974471514
7,0.8826499383689346,0.862245181620387
8,0.8680446451489159,0.8451657558981611
9,0.8897241128370317,0.869634103468643
10,0.8887453494636546,0.8687946160583345
11,0.8889794628930214,0.8692063772743377
12,0.8914898358103286,0.8716658989770546
13,0.8868978278222656,0.8675571346568038
14,0.8913177765429626,0.8716091076401052
15,0.8906210775423167,0.8708958034049957
16,0.8916788189400585,0.8720842541267768
17,0.8920878122805187,0.872624460860621
18,0.8947589618902826,0.8751294190999253
19,0.8931963252653521,0.8737578663482025
20,0.8936871172739043,0.8742018527713014
21,0.8959549148306627,0.8763048011617905
22,0.8833071483573981,0.86181722556322
23,0.8950748739877414,0.8756185372663573
24,0.893847893966361,0.8740629291692276
25,0.8941835505699111,0.8747635737180929
26,0.8932386349212618,0.8738042838848199
27,0.8961946695474842,0.8766626486766902
28,0.8969534227101309,0.877336100106118
29,0.896719309280764,0.8771405271132674
30,0.8947674238214646,0.8753441008316031
