round,accuracy,f1
1,0.8141082957952664,0.7888322902988475
2,0.8148952553951863,0.7932943077593205
3,0.8502999754603996,0.8313333223630684
4,0.8450733226336915,0.8290014679624309
5,0.873787475777722,0.855227175888531
6,0.8664538020867122,0.8492060930098065
7,0.8678302762256402,0.8502500201793712
8,0.8662084060824361,0.8491949279631761
9,0.8591567967641576,0.8421662752544531
10,0.8603894180729926,0.8433733324865649
11,0.887571961673093,0.8687318374165858
12,0.8904744040684965,0.8713833351963007
13,0.8932950477958079,0.8739413854861465
14,0.8944656149426422,0.8749531389114044
15,0.8930045214918949,0.8736972825897045
16,0.8942286808695481,0.8748281788564415
17,0.895269498404926,0.8757796377377496
18,0.8940396977398182,0.8747463208901773
19,0.8937068617799955,0.8743860699592397
20,0.8938253288165425,0.8745018526002855
21,0.895396427372655,0.8759190018691971
22,0.8955628453525664,0.8760608905714095
23,0.8942963763190035,0.8750091127764862
24,0.8739877414823611,0.8541550172406656
25,0.8948464018458293,0.8754558816875732
26,0.8954359163848373,0.8760584666094338
27,0.8970972755402238,0.877550957458724
28,0.8960818437983916,0.8766336899510861
29,0.8936278837556307,0.8744475499238437
30,0.8966628964062179,0.8771600859523369
