epoch,train_loss,test_loss,test_acc,test_f1
1,0.5084639761231416,0.37423106811287954,0.7776909646319483,0.7455079407298779
2,0.3147260588916999,0.2295958221401631,0.8656188915434281,0.8439095863865933
3,0.2438056984606477,0.2218331374302122,0.8761963055208459,0.8549980343764711
4,0.2302170416994402,0.1828466782127697,0.8850954364805136,0.8641082763890778
5,0.2116646130548852,0.2857350081765976,0.833023532630617,0.8061529477202444
6,0.22275387368856198,0.22548423162567618,0.8667104806658976,0.842818151891377
7,0.19858374293368694,0.15909701221799158,0.8936560901929038,0.874071843827558
8,0.21413201252382708,0.15930998353870046,0.894245604731912,0.8744803679981075
9,0.1986253580557804,0.17922077044693357,0.887526831373456,0.8680473163718532
10,0.16880692116043952,0.15663048203616117,0.892635017163617,0.8730384964230111
11,0.16907220879410437,0.15136957277951824,0.8956841330328408,0.876017377577602
12,0.17500296430915302,0.14829246699776402,0.8966967441309456,0.8771083139452887
13,0.16558903864477179,0.15111576644333796,0.8956446440206584,0.8761319088216951
14,0.16161308143234435,0.14857035192747564,0.8970916342527692,0.8774625548464631
15,0.16233838589191008,0.1745467753632501,0.8858936786553427,0.86708686071978
16,0.15866188491113845,0.14844168603001293,0.8967164886370368,0.877038876477442
17,0.15882588783905324,0.1480427649589194,0.8970577865280415,0.8774134340215384
18,0.15695315324525258,0.14876124200049262,0.8964767339202153,0.8769398757683325
19,0.1563264294626244,0.1453295280596064,0.8974865243745928,0.8779155758640683
20,0.15409752480824918,0.15183670747172487,0.8967418744305825,0.8771982382384597
21,0.16155902021455684,0.1739114927718948,0.8945107452422792,0.8745190029978122
22,0.16217683068180636,0.14616044541827047,0.8974385734312285,0.8778086837408384
23,0.16071332415735823,0.1492847959099555,0.897235487082862,0.8776093247228651
24,0.15693365755666733,0.1461250528447865,0.8971734329208612,0.8775595160177695
25,0.1569482177221578,0.14887451450016614,0.8967813634427649,0.8771786818032901
26,0.16367297809426778,0.17615629834474805,0.8863957532388042,0.8668208576993478
27,0.16212523480659896,0.14845023395227144,0.8971706122771339,0.8775575949148
28,0.1610555047229348,0.15363485372139565,0.8932329936338071,0.873995648405647
29,0.19087793483761245,0.25536178312932695,0.8180233492887747,0.7834186435430023
30,0.154400302134693,0.14575893817226207,0.8972580522326805,0.8776449614829155
31,0.15043760855626798,0.14621009992365167,0.8969872704348586,0.8772686637362159
32,0.15538625569375417,0.14703882703299684,0.8971452264835881,0.8775206653435285
33,0.15176125857597417,0.1447864431070144,0.8975852469050487,0.8780108205684897
34,0.14996230999709403,0.1451391145646273,0.8977996158283243,0.8781547197034384
35,0.15105435652997112,0.14530317367448517,0.8976021707674126,0.8779252685987675
36,0.15263444102808976,0.1458523170537787,0.8974413940749558,0.8778280415068734
37,0.15062063962143135,0.14399250597991106,0.8977826919659605,0.8781661694944171
38,0.14773840592439902,0.14395560446153013,0.8978503874154159,0.8782635190235152
39,0.14914489961620572,0.14456718605781088,0.8975542198240483,0.8779417586285972
40,0.15733279222986501,0.1469178531395809,0.8973906224878642,0.8777450829017297
41,0.15135997693717712,0.14567225797372582,0.8969167543416758,0.8774174172839037
42,0.14948572310415542,0.14485631624301487,0.8973398509007726,0.87780559555755
