round,accuracy,f1
1,0.21534204536159243,0.1846985236917874
2,0.5101557277401849,0.41627501986932974
3,0.5633812748745519,0.4636306710646345
4,0.5987634297899467,0.5233551773284536
5,0.6083677216814422,0.5309762885119487
6,0.5779837474508432,0.48781289717957643
7,0.6788048368398636,0.6076471124630737
8,0.6820993487133634,0.6345438334814205
9,0.718285387091042,0.6681355013705047
10,0.7089659802160049,0.6598119033705134
11,0.7271196432449814,0.6747112946804793
12,0.7125792248306908,0.6646008139694449
13,0.71019860152484,0.6560612165017993
14,0.6869790623616122,0.63034803544998
15,0.7404641087188918,0.6894823490350785
16,0.7250126223806798,0.6795443997738834
17,0.729878232810292,0.6883459035432838
18,0.7348707722076332,0.6975742412172109
19,0.7629051502133817,0.723095032125374
20,0.7449658561076808,0.7089046626293786
21,0.7558225138141027,0.7233545614118327
22,0.7710765550914029,0.7371197176874849
23,0.7580621049335879,0.7291300052374382
24,0.7769942656313024,0.7494189570893799
25,0.7781704740655913,0.7502820503194834
26,0.7830642909324766,0.7619073671191822
27,0.7797359313342491,0.7547361417749872
28,0.8043545097862234,0.7817169473633826
29,0.7990629821537871,0.7720222323982402
30,0.8034885721619388,0.7763026975571466
