round,accuracy,f1
1,0.2691514657475129,0.15854861285192043
2,0.6839778974357528,0.6264351399401554
3,0.7490698927309191,0.7184242402395765
4,0.7657850274589667,0.7268485691992205
5,0.7543078281325364,0.7024365218450921
6,0.8164945603885719,0.7929462496120461
7,0.7891738052458332,0.7430734461587125
8,0.8018356749377343,0.768122814500191
9,0.8544265772334563,0.8305289904925377
10,0.870137562794581,0.8487453781507027
11,0.8121423071173303,0.7663724803480133
12,0.8146978103342745,0.7562824831381999
13,0.7993817148949733,0.7495407537906889
14,0.8146301148848191,0.7615855892061091
15,0.8799364791032609,0.8585459584762628
16,0.8664255956494391,0.8425782065174245
17,0.8831661161710326,0.8624532668919488
18,0.8371557756911282,0.7984511105960924
19,0.7871598656245329,0.7274072998794547
20,0.8220427666001935,0.7701799840452204
21,0.8722643281649738,0.8486790989660669
22,0.831167549058046,0.7910111497546611
23,0.8857075161693402,0.8645091020564254
24,0.8023885211082873,0.7517725688957859
25,0.8305752138753106,0.7932918883799244
26,0.8617348651309201,0.8357363430900634
27,0.793627601691258,0.734368240768358
28,0.8919890897500627,0.8724135465777979
29,0.8848443991887829,0.8639639300334735
30,0.8296105537205701,0.7888989485008704
