round,accuracy,f1
1,0.6125140679605899,0.521646974082479
2,0.6447483844763052,0.5567677623785886
3,0.700580206414708,0.6476271989566198
4,0.694467871457624,0.6470639781212367
5,0.7035700887656581,0.6552180311808763
6,0.7285327857523644,0.7031114079991072
7,0.7155832104002775,0.679759116510997
8,0.7189172112859596,0.6849953314505025
9,0.7581439036016799,0.7261328906811855
10,0.7620392125890971,0.7348604114469793
11,0.7707944907186718,0.7466372010385353
12,0.7660445266818794,0.7434333856124101
13,0.7603637502150741,0.7336444270537421
14,0.7660783744066071,0.7416396286270366
15,0.7629418185818367,0.7410688403113255
16,0.7625215426664673,0.7431514734399355
17,0.7606599178064418,0.7371005594661121
18,0.7642082876153996,0.7423801530858198
19,0.7675507504322636,0.744816643459547
20,0.79576564963656,0.772808264402564
21,0.8020697883671012,0.781388288824773
22,0.8042247601747671,0.7828049028449933
23,0.8120746116678749,0.78957250867607
24,0.8047155521833192,0.7817950595303771
25,0.8112650869181365,0.7891542260037451
26,0.8165199461821177,0.7949358707833678
27,0.8057789348685157,0.7843632480810251
28,0.8243754389626801,0.8015268821909621
29,0.8173435741504926,0.7947044228176772
30,0.82138555661173,0.7991177176795229
