round,accuracy,f1
1,0.6595285576074171,0.5958475372714657
2,0.6840399515977537,0.6048090887145503
3,0.6934129507036095,0.6141547906497042
4,0.7126920505797834,0.6514205274319109
5,0.7080549122920833,0.6520953342472772
6,0.7275568430227146,0.6734327854082637
7,0.7339963726521667,0.679185834507035
8,0.704864764236494,0.6542768726333036
9,0.7197521218292439,0.6639222636233565
10,0.7530667448925193,0.6994369353929714
11,0.7550891464450017,0.7008388438732118
12,0.7290038332548254,0.6820847356396734
13,0.739976137354067,0.6880741535841096
14,0.7398294638802467,0.6892701279267436
15,0.759204465643149,0.7050574306891886
16,0.7578844043787674,0.7018850519124686
17,0.730304150013116,0.6731243217151229
18,0.7604652933892573,0.7043382731206188
19,0.7588885535456902,0.7037242584828866
20,0.7668681546502543,0.7103484123570541
21,0.766566345771432,0.7104878554787445
22,0.7640052012670332,0.7072886452499058
23,0.7532670105971585,0.7002780892636973
24,0.763514409258481,0.7062046306861692
25,0.7596952576517013,0.7009292506856521
26,0.7653111593127784,0.7074360452818031
27,0.7717337650798666,0.7138838417815344
28,0.7688820942715546,0.7123448233051465
29,0.7696577712965653,0.7126805799463333
30,0.7562794580979271,0.7019807038410065
