round,accuracy,f1
1,0.33022686437498766,0.23729231614790516
2,0.6294012619560035,0.5467343045517279
3,0.6841725218529373,0.6233003054236518
4,0.7317596021764087,0.6840627429213381
5,0.7955879490817395,0.7667549959467909
6,0.7960900236652009,0.7700969909964948
7,0.8185902986779643,0.7962554770437582
8,0.8267899099932586,0.8052647149622505
9,0.8225476618273823,0.8010782465095914
10,0.8149178205450048,0.787620454222747
11,0.7550355542141828,0.698475739839327
12,0.8524267408307924,0.8323770910220702
13,0.7878481026939969,0.7412692537567431
14,0.873832606077359,0.8533043390953168
15,0.869531124393209,0.8476027857679566
16,0.8671138327189031,0.8483169820431123
17,0.8828840517983014,0.862736520900528
18,0.8220427666001935,0.7824698663085915
19,0.8116712596148693,0.7553862876815461
20,0.8858795754367061,0.864861490712077
21,0.8621974507021992,0.8355483255373858
22,0.8073443921371736,0.7478120464099033
23,0.823605403225124,0.7787561815802796
24,0.8181869466249587,0.7688189352846752
25,0.8880317266006448,0.8681390973091041
26,0.8243585151003162,0.7820948287624542
27,0.8878004338150053,0.867591756526497
28,0.8865339647814424,0.866121965655116
29,0.8883532799855584,0.8683512513020593
30,0.851400026514051,0.8188778725171734
