round,accuracy,f1
1,0.8314406875194791,0.29356746632319275
2,0.8834655146117782,0.5047980388634126
3,0.8881786171362639,0.5272864498878285
4,0.8902724083738387,0.5387144003767164
5,0.8908833047087923,0.5575404764052933
6,0.8912828325696438,0.5624934738738903
7,0.8921573178252422,0.5885861071787772
8,0.8932075290279371,0.5886937753264077
9,0.8936004257209738,0.5952009247336265
10,0.8938010185473764,0.5984407484057421
11,0.8938316876985206,0.601450170663495
12,0.893848265618058,0.6038053469765493
13,0.8943232230128048,0.609485934312286
14,0.8944699376007108,0.6130703168341798
15,0.8948106138472046,0.6182751439791021
16,0.8947791158000835,0.6153284310379761
17,0.8948371385184645,0.6180944456536115
18,0.8942850937978687,0.6156831021029253
19,0.8949067657805216,0.6195652332650239
20,0.8952922024097664,0.6222880440531916
21,0.8952184306678249,0.6280423201319134
22,0.8952648488425297,0.6243228635793512
23,0.8953958144068752,0.6242183319241241
24,0.8955276088671976,0.62633969408655
25,0.895461297189048,0.6272701544313206
26,0.8957016770223404,0.6303708164696953
27,0.8956129851528153,0.6310407183743517
28,0.8956776390390112,0.6313817461645667
29,0.8958500494022003,0.6342484291011289
30,0.8958832052412751,0.6290590814838135
