round,accuracy,f1
1,0.8693005112630385,0.47495104950307643
2,0.8722265140613914,0.4909956918428594
3,0.8739414998375364,0.502553562938457
4,0.8745590273403049,0.5107241781617539
5,0.8752743645683442,0.5215569824856874
6,0.8754782729786543,0.5330060581971869
7,0.876977745800813,0.5561092621742367
8,0.8767315636956824,0.5497871644959516
9,0.8773391444467286,0.5560954201385021
10,0.8772106655703136,0.5623129311834195
11,0.8774817145547502,0.5670188662731197
12,0.8778389687207814,0.5727580809042645
13,0.8778538888483651,0.5645942942192335
14,0.8773059886076537,0.5557122064850325
15,0.8775844976558822,0.5686512288055663
16,0.877803326193776,0.5613338353114781
17,0.8779790521408726,0.5692439175753627
18,0.8777983528179147,0.5700349073146367
19,0.8786877582010968,0.5803268664761342
20,0.8801035125295916,0.5857344025220013
21,0.8784697585591799,0.570395732576809
22,0.8790524724309198,0.5861185884942366
23,0.8790110276320763,0.5844827305011736
24,0.8784763897269948,0.5718777009001152
25,0.8795257720337128,0.587975915154773
26,0.879466920419355,0.5838232358374322
27,0.8788634841481934,0.5826093307149462
28,0.8788775753798002,0.5763213245376675
29,0.8800852768181004,0.5914193070808607
30,0.8784183670086139,0.5740128909955265
