round,accuracy,f1
1,0.8758819453193902,0.5006473903011704
2,0.8879664197661851,0.5467500285951268
3,0.8901306671617939,0.5646795073947741
4,0.8911427491495527,0.5687978185824569
5,0.8921697512648953,0.5884154858706161
6,0.8930359475607249,0.6014921563122735
7,0.892952229067061,0.6080639671372079
8,0.8938805925611559,0.6153166092234962
9,0.8941135123306565,0.6173312929423412
10,0.8933534147198663,0.6140789179831786
11,0.8944649642248497,0.6185690601347518
12,0.8946216255644781,0.6243970396416985
13,0.8941988886162742,0.6189625119543083
14,0.8947799446960604,0.6279228182363107
15,0.8950526514724508,0.6269484271799881
16,0.8943497476840646,0.6204645182171953
17,0.8944790554564565,0.6202568751656271
18,0.8949581573310875,0.6283768762406938
19,0.8952988335775813,0.6266609105514974
20,0.8954521793333023,0.6313023186806956
21,0.8954057611585976,0.6283725373951552
22,0.8957414640292302,0.6323906585903174
23,0.8957713042843976,0.6321600726768593
24,0.8956602322234969,0.6320468918369141
25,0.8960091974297594,0.6340039083690026
26,0.8958633117378302,0.6336372199763396
27,0.8957621864286519,0.6345586249143169
28,0.8961094938429607,0.6348168816359754
29,0.8958914942010437,0.6347747949785275
30,0.8963042843975253,0.642772924113052
