round,accuracy,f1
1,0.8406522085104408,0.32258685429950207
2,0.8437945531587568,0.345978668528013
3,0.8438641804208139,0.3554723583511465
4,0.844791715018932,0.3697409473207346
5,0.8451688626884081,0.3737589700280297
6,0.8452384899504651,0.38235263505598627
7,0.8458510440773724,0.39350403093768105
8,0.8457722989595697,0.39324866049057144
9,0.8460698726152662,0.39751352451210165
10,0.8456297288515481,0.38470666702470757
11,0.8450959198424435,0.37460211578148983
12,0.8463889975663614,0.39754894257618034
13,0.8475154671989285,0.4120363292381183
14,0.8469352400151191,0.40594314449958957
15,0.8463624728951016,0.39869833405196775
16,0.8471308594656605,0.404413589852003
17,0.8459745495779262,0.3899773834884884
18,0.8464403891169274,0.40023456862482004
19,0.848043473936195,0.4113818760361421
20,0.8475395051822576,0.4059619955546172
21,0.847620736987991,0.4119224617053263
22,0.847774082743712,0.4151464363768187
23,0.8471839088081802,0.4054696732684737
24,0.8486999595498763,0.4211140478996893
25,0.848394925830388,0.42026660376008595
26,0.848343534279822,0.41727041741995
27,0.8472112623754169,0.4030398269657692
28,0.8473737259868835,0.4075852751484456
29,0.8473040987248265,0.40152320910706385
30,0.8482523557223662,0.4158493013422898
