round,accuracy,f1
1,0.8799451933980094,0.5264290151853859
2,0.8871126569100084,0.5790792624757961
3,0.8897949642911613,0.5962024116614375
4,0.8909421563231501,0.6013492133517169
5,0.8921208464022599,0.6157830406914112
6,0.8931635975411629,0.6174674652027836
7,0.8936567906474009,0.6244439982323312
8,0.8929630047147603,0.6221095707544316
9,0.8934926692439805,0.6249718652823342
10,0.893912090608277,0.6238236431073303
11,0.893989177934126,0.6278516006306272
12,0.8943514054760184,0.6288361501160278
13,0.8942171243277653,0.6287377289064864
14,0.8940264782530851,0.6286816261419171
15,0.8941118545387028,0.6309837861263975
16,0.8944400973455435,0.6310878422753139
17,0.8939659688467736,0.6310959889665645
18,0.8944749109765721,0.6322903904855417
19,0.8946224544604551,0.6326262954098604
20,0.8948371385184645,0.6359724559581836
21,0.8941955730323667,0.6328775551686106
22,0.893970113326658,0.6320393906431911
23,0.8943364853484347,0.6326598313117979
24,0.8940629496760675,0.6320549656236594
25,0.8938001896513995,0.6319533456233168
26,0.8948860433810999,0.6346657053867291
27,0.8948926745489149,0.6340450595031129
28,0.894353892163949,0.6316864344247385
29,0.8948504008540944,0.6375960362631399
30,0.8949631307069488,0.6380175143734708
