round,accuracy,f1
1,0.8843971936897808,0.5745379744070978
2,0.8890854293349602,0.5998742257080713
3,0.8911767338846044,0.6173689879100384
4,0.8921896447683402,0.62442100418251
5,0.8927972255193862,0.6300965891297272
6,0.8933409812802132,0.6318405126132732
7,0.8937272468054349,0.636102147286701
8,0.8933990039985942,0.6374051873835773
9,0.8939800600783804,0.6397497260172098
10,0.8939452464473518,0.6392264847801952
11,0.8940264782530851,0.6441208673426633
12,0.8943986525467,0.6417193943236978
13,0.8939303263197682,0.6447124658733393
14,0.8939858623502185,0.642589665845769
15,0.8942710025662619,0.6452050481899442
16,0.8944964622719708,0.6454561864888675
17,0.8944177171541681,0.6490803518005139
18,0.8941342347300784,0.6439233368360077
19,0.8945064090236932,0.6486244827525767
20,0.8945205002552999,0.6469921562127812
21,0.8944392684495667,0.6480350813582466
22,0.8943331697645273,0.6504017476267281
23,0.894891016756961,0.6515843377456214
24,0.8943754434593476,0.6502755329373708
25,0.8943654967076252,0.6492124755891261
26,0.8949946287540699,0.6494534042267603
27,0.8951662102212821,0.658791396435815
28,0.8944641353288728,0.6519982306623382
29,0.8949838531063705,0.6543526745210314
30,0.8950319290730291,0.6536581405179451
