epoch,train_loss,test_loss,test_acc,test_f1
1,0.29173010149610923,0.24003338315245049,0.8832276214664164,0.5337007433317897
2,0.24164952958793712,0.23376264188072776,0.8894153299337546,0.5565030898732253
3,0.23390408414247352,0.22484978025576846,0.8926521687234339,0.5890132931603724
4,0.23041771934444316,0.22419237983887,0.8913980491104289,0.6168449943028732
5,0.22837057367613545,0.224138028000102,0.8932672095382718,0.6153996061001672
6,0.2269104183356757,0.22304580643021416,0.8935258250830553,0.6079336737881091
7,0.22583707343698897,0.23093366850182756,0.8818267872655053,0.6143437114430448
8,0.22514017943070902,0.22459377163565328,0.8925004807596666,0.6076925596960321
9,0.2245014472557984,0.22072786254730975,0.8944268350099136,0.6272962495110266
10,0.22395771382636612,0.22068940369797313,0.8941483259616851,0.6245223203503075
11,0.22343387181366342,0.22117414772476932,0.8943141051570592,0.6214388646750728
12,0.22312176681500395,0.22250141345673136,0.8937114977818744,0.6338029911214178
13,0.2227350564428231,0.2192468253226522,0.8950675716000345,0.6302474276865075
14,0.22247141956547462,0.21962248970679057,0.8951910771005882,0.626729153412942
15,0.22212725692046814,0.2210070439830291,0.8944848577282946,0.620662208297937
16,0.2218903819721136,0.21929390459526887,0.8945942719972414,0.623217005682411
17,0.22150183189159842,0.21828739026622063,0.8956676922872887,0.6380020655864824
18,0.22136110775388954,0.21817123632586743,0.8951620657413977,0.6466967161618452
19,0.22118340621467794,0.21762322038300436,0.8956138140487921,0.6374991007412629
20,0.22093933267366384,0.21753735702527113,0.8957273727976234,0.6310697616540423
21,0.22074621556383006,0.21719091786834427,0.8960746802119322,0.6374956897701819
22,0.2205293920449973,0.21868715594121768,0.8951786436609351,0.6492309619266661
23,0.2205044448254237,0.21739445242919844,0.8957555552608369,0.6367557760172913
24,0.22029255979767276,0.21738172683892226,0.8958210380430097,0.6549126294593197
25,0.22006388837095137,0.21714479184702937,0.8959254789360954,0.6364721922665156
26,0.2195818858265764,0.21637737947702448,0.8958583383619689,0.6464966629079636
27,0.21923803315144602,0.216392882130695,0.8961094938429607,0.6393489142860396
28,0.21878895885137972,0.21569474859715068,0.89659439798943,0.6452956167821166
29,0.21850623772667357,0.21489936422007022,0.8967867018560639,0.6570388585208349
30,0.2181853907955723,0.21807122169108184,0.8954157079103201,0.6575376486578588
31,0.21785324067956272,0.21602172180594742,0.8965438353348408,0.6593160921438816
32,0.21768540526652672,0.21512229037986574,0.896280246414196,0.6606440920514871
33,0.21750854130461691,0.21478143947280667,0.8963324668607389,0.6543314688621329
34,0.21734499962017867,0.21381862116337208,0.897419978382393,0.6666324332721334
35,0.21719657306126447,0.21475925841399893,0.8964576301532463,0.6621198030445353
36,0.21708723361984777,0.213184597764892,0.8975907309536283,0.6623730419481545
37,0.21692358884459784,0.21523622177699306,0.8970585797364774,0.6610221777143384
38,0.21688464896801035,0.21361881847182482,0.8972144121801291,0.6600739164070132
39,0.21667652472874793,0.21334380584184917,0.8975235903795017,0.6654234831588162
40,0.21663364157055243,0.21609319175716077,0.8960962315073308,0.665200970963599
41,0.21645644839436526,0.21562218891269438,0.8952905446178127,0.6706445725335562
42,0.21645605237860602,0.21451217342337878,0.897291499505978,0.6629629280611078
43,0.21630025278438833,0.21468342849426292,0.8968281466549074,0.6641814330446899
44,0.21621473062329058,0.2134428058970099,0.8973445488484977,0.6619855419950804
45,0.21615368589804412,0.2153812000461786,0.8961824366889253,0.6578150228855655
46,0.2160994599144941,0.2134505410255281,0.8974473319496297,0.6592983338337421
47,0.21608979754836405,0.2136991322685801,0.8975675218662759,0.6645080943202412
48,0.21598062444828925,0.21308046785977064,0.8975683507622527,0.6606844403402042
49,0.2158877378182619,0.21280527338440422,0.8970602375284311,0.6615976296623193
50,0.2158317403946398,0.21439061290098319,0.897182914133008,0.6589988584566011
51,0.21576196759396443,0.21362562546589142,0.8974092027346936,0.6561876821556061
52,0.21568031109456576,0.2138598802816308,0.8968389223026068,0.6647258513653447
53,0.21562529866574515,0.2134756264203836,0.8974523053254909,0.671041673031327
54,0.2156396120622367,0.2128352824084654,0.8978650955219724,0.6607577931435816
55,0.2155142902253903,0.21312398739474764,0.8974721988289358,0.6652776959297468
56,0.215416559698752,0.21281031079979493,0.897797126051869,0.6648645744917627
57,0.2153747240771455,0.2124854989069858,0.8974042293588324,0.6737977428951156
58,0.21537154596517416,0.2127519859980009,0.89762471568868,0.6736515080281215
59,0.2153476646044879,0.21302650192316336,0.8974158339025086,0.6625170928634058
60,0.21536398879630836,0.2126628042238125,0.897560061802484,0.6700637162483172
61,0.21523643339313,0.21318520941495617,0.8968994317089183,0.6678632339895457
62,0.21517770625107693,0.2148289035731013,0.8961028626751457,0.6618225973942189
63,0.21512701779434817,0.21313652575990705,0.8970851044077373,0.6620217127509044
64,0.21503782138270497,0.21210067723474976,0.8978062439076145,0.6655071107241717
65,0.21503678339308965,0.21241170612636714,0.8975534306346691,0.6692413892897262
66,0.21488684306974407,0.2122406406459638,0.8976678182794772,0.6720073655901153
67,0.21488140548608559,0.21283159596960266,0.8971224047266965,0.6698434941802096
68,0.21472213936369947,0.21202721875957728,0.8979297494081683,0.6677361236508439
69,0.2147510196770733,0.21212579602997267,0.8981270266506635,0.6605779768527382
70,0.2146904547427653,0.21289714721344283,0.8976553848398241,0.6680693751419664
71,0.21459427057625177,0.21170962879972174,0.8979778253748267,0.6671280267997362
72,0.21457663214181805,0.21214142605807304,0.8979173159685152,0.6649602287864966
73,0.21458087385081648,0.21225197630669743,0.8980839240598661,0.670183801314788
74,0.2145380945735472,0.21215550334047442,0.8981112776271029,0.6740193967691285
75,0.2144955841087556,0.21390072613922725,0.8974307540300922,0.6691613866090224
76,0.2144011281546523,0.21287518487689935,0.8970337128571713,0.6590940022291716
77,0.2143712678378261,0.2129786945459755,0.8970569219445237,0.6610791702660314
78,0.2143446275036207,0.2127890895082553,0.897797126051869,0.6560049877666019
79,0.21431709717474576,0.21285303383127901,0.8975235903795017,0.67538509213746
80,0.214325746940322,0.2116327802487683,0.8982720834466158,0.6704459686989152
81,0.21428115862002933,0.2117173071548583,0.8980242435495315,0.6655436742023723
82,0.21420731997464743,0.21505607739455043,0.8965927401974761,0.6699167575559903
83,0.21414446456773809,0.21285080634329798,0.8971655073174937,0.6722591855342878
84,0.21407577480896864,0.2127671527995194,0.8972832105462093,0.6663786775904106
85,0.21410630778103118,0.2125694493181831,0.8977324721656731,0.672692394748535
86,0.21401830223440627,0.21205654758771894,0.8981900227449056,0.6780375943933976
87,0.21396839419334224,0.21224659294698084,0.8976346624404024,0.6655654918165091
88,0.213934477116021,0.21193843619161082,0.8981518935299696,0.6712605999751147
89,0.21394461715129548,0.21161668047327795,0.8976122822490269,0.6642594703480968
90,0.21390877852414106,0.21212355427144927,0.8980383347811383,0.6666323209644626
