round,accuracy,f1
1,0.890308879796821,0.6043261447185948
2,0.89290746868431,0.6246605702054444
3,0.8943903635869312,0.6401457031653295
4,0.8946630703633217,0.6392094130122852
5,0.8949274881799434,0.6472980355998477
6,0.8950940962712943,0.6436117896251311
7,0.8955408712028275,0.6497612382989149
8,0.8956237608005145,0.6532264010127958
9,0.8959851594464301,0.6558724503994802
10,0.8959229922481649,0.6560690311502558
11,0.8960133419096437,0.655620963138354
12,0.8961318740343361,0.657626294740602
13,0.8968090820474394,0.6592156155339519
14,0.8967800706882489,0.6606954236089302
15,0.896824002175023,0.6659373717222155
16,0.897029568377287,0.6616629682391117
17,0.896843066782491,0.6665827672358533
18,0.8967444281612434,0.6653027343887193
19,0.8968405800945605,0.6689695189863161
20,0.8971132868709508,0.6666512703007741
21,0.8973155374893073,0.6715331037486695
22,0.8965993713652911,0.667064463524043
23,0.8973992559829712,0.6683019506416981
24,0.8973437199525208,0.6689814766185445
25,0.8973859936473413,0.6735537162374987
26,0.897226845619782,0.6720995291661759
27,0.897515301419733,0.6741252604773631
28,0.8973893092312487,0.6703941752430341
29,0.8974034004628555,0.670247832231706
30,0.8974092027346936,0.674723014456748
