round,accuracy,f1
1,0.8388302951532794,0.28996320669576015
2,0.8388485308647706,0.2850012580752222
3,0.8408254477696067,0.31422685492490965
4,0.8430435734037122,0.36914272331112796
5,0.8437978687426643,0.3895338082174512
6,0.8435077551507596,0.37867675248331506
7,0.8445637686252926,0.3983044966110547
8,0.8440100661127431,0.3922766029450663
9,0.8450320948522244,0.4101055752324305
10,0.8455203145826011,0.40933582210482333
11,0.8441982254994927,0.39705291418176286
12,0.8462165872031724,0.41265057654521187
13,0.8449649542780979,0.40325001565474916
14,0.8456836070900446,0.40759646243614944
15,0.8442976930167172,0.3964198965217728
16,0.8458245194061126,0.4133446706636305
17,0.8448895247442026,0.40570618586014584
18,0.8461743135083519,0.4291298300178107
19,0.8465730124732267,0.42362127997803023
20,0.8455136834147862,0.41125261117728257
21,0.8466368374634456,0.4337160511395507
22,0.845476383095827,0.4100333921929658
23,0.8453570220751576,0.4162773413498416
24,0.8455186567906474,0.4121982871107539
25,0.845438253880891,0.4130983846178063
26,0.846116290789971,0.4208700087313033
27,0.8468879929444374,0.4279543899162114
28,0.8457457742883099,0.43023577121886847
29,0.8450229769964789,0.4266930962943227
30,0.8459281314032214,0.4392465513337898
