round,accuracy,f1
1,0.42877628429142656,0.1666644006086524
2,0.8279203663057101,0.3709158954108508
3,0.8696619099089541,0.43519710829890623
4,0.8736455839737937,0.4506628254911209
5,0.8734988693858875,0.4567509384923541
6,0.8747579623747538,0.4948050301001417
7,0.8775612885685298,0.5009302555185504
8,0.8755852005596706,0.5140444099106676
9,0.8769205519784089,0.5286184027992687
10,0.8788253549332573,0.5342080400839496
11,0.8820497602832835,0.5464430010666876
12,0.879294510056166,0.5348689433665097
13,0.8846342579391656,0.5546127040281412
14,0.8832914464566355,0.5419277299945582
15,0.8804897780548132,0.5338172598045936
16,0.8841377492490202,0.5539217365488217
17,0.8847229498086908,0.5385312055415765
18,0.8857574119878252,0.5613709238967672
19,0.8875552873616572,0.5662249835326221
20,0.8856770090780688,0.5572840095371911
21,0.8866559352267528,0.5674956950676324
22,0.8857855944510388,0.5599882885248066
23,0.8873430899915784,0.5605726510450431
24,0.8858999820958469,0.5701413792520795
25,0.8865514943336671,0.5518600225628476
26,0.8853951844459328,0.5658797231281509
27,0.8873439188875553,0.570542657719288
28,0.8860516700596142,0.5617580637943438
29,0.8876099944961308,0.5669949929174917
30,0.8855070854028103,0.553402482691934
