round,accuracy,f1
1,0.8280944344608528,0.23826278422204228
2,0.8340765767259272,0.288934623785701
3,0.8381920452510891,0.34822016534835826
4,0.836727386059959,0.29523706830185636
5,0.8437282414806071,0.3694136210406014
6,0.8405046650265579,0.3454847317748031
7,0.8432118392870168,0.3561695832156266
8,0.8440788644788234,0.37018320484158296
9,0.844177503100071,0.3750228159871834
10,0.8450130302447564,0.3845281901115146
11,0.8470836123949789,0.4213600883418292
12,0.846314396928443,0.4065463603618161
13,0.8456032041802882,0.3885858922798213
14,0.8459248158193139,0.40719303872266355
15,0.8434190632812345,0.3825813033363287
16,0.8452393188464421,0.39415043648666515
17,0.846263834273854,0.40753228377731576
18,0.8449599809022367,0.39092363695922366
19,0.8457250518888881,0.4041229956877543
20,0.8462066404514499,0.4297408064608213
21,0.8468929663202986,0.44021665125406295
22,0.846826654642149,0.4337662782980629
23,0.8470098406530374,0.43238317343035565
24,0.845591599636612,0.42346851219771325
25,0.8471126237541693,0.44092807731140743
26,0.8472883497012659,0.4268270710759133
27,0.8484421729010696,0.45708151900105914
28,0.8453976379780244,0.4569988553111838
29,0.8461875758439819,0.4479219330892595
30,0.8458833710204704,0.4592141644575999
