round,accuracy,f1
1,0.889777557475647,0.6048068839849621
2,0.8932804718739017,0.6305086233660112
3,0.8942171243277653,0.6400102308298767
4,0.8946904239305584,0.6416706811368748
5,0.8950800050396875,0.6505288067454011
6,0.89544223258158,0.64524559682181
7,0.8956436543039594,0.6527040399661157
8,0.8957348328614152,0.6535876207287472
9,0.8958948097849512,0.6580690473228817
10,0.8959503458154016,0.6547903708325993
11,0.8960456688527416,0.6553963720941116
12,0.896389660683143,0.6637925102901839
13,0.8967891885439945,0.6639365707163369
14,0.8969251274842013,0.6671016871700035
15,0.896440223337732,0.6607599459478097
16,0.8964087252906109,0.6624579982050879
17,0.8963971207469348,0.6600693433967895
18,0.8965512953986327,0.6671394359805746
19,0.8969881235784434,0.6695327552049648
20,0.8967593482888272,0.6696273680890831
21,0.8967427703692897,0.66583372032544
22,0.8967817284802027,0.6661408002680417
23,0.8970361995451019,0.6676788085688938
24,0.8968389223026068,0.6683724604982906
25,0.8968530135342135,0.6717343903687267
26,0.897445674157676,0.6734235243540947
27,0.896945849883623,0.6711202811980588
28,0.8972682904186257,0.6709927426549327
29,0.8969649144910911,0.6714179291653029
30,0.8970436596088938,0.6713607298688544
