round,accuracy,f1
1,0.8709508431529877,0.5107934221112449
2,0.8800164784520201,0.49435075946785945
3,0.8797247070681617,0.48632935231604474
4,0.8832301081543471,0.5293680068013068
5,0.8829515991061185,0.5155501267174694
6,0.8817447265637951,0.4844481934702604
7,0.8813460275989204,0.4817937271409328
8,0.8820331823637461,0.49698412729542996
9,0.883217674714694,0.5019980914203946
10,0.8824484592481582,0.4889421326682888
11,0.8817729090270088,0.4841643128726271
12,0.8824285657447133,0.4827384742268866
13,0.8820025132126019,0.5051633537985922
14,0.8822694177171542,0.48624539905414843
15,0.882968177025656,0.4880219718425225
16,0.883243370489977,0.49138241154873163
17,0.8827087325848956,0.491488412095649
18,0.8822793644688766,0.48373053256807175
19,0.8824003832814997,0.4857916031183703
20,0.881963555101689,0.4939853668852079
21,0.8821127563775256,0.48684086977474517
22,0.8823804897780548,0.4857070092459851
23,0.8835923356962395,0.5050623389762734
24,0.8827012725211036,0.49519826996013816
25,0.8824948774228629,0.49537361984960504
26,0.8817961181143611,0.49181636249595134
27,0.883076762398626,0.5052573014234398
28,0.884030821668004,0.5130972100667777
29,0.8821301631930399,0.4831222111080693
30,0.882404527761384,0.4912094804295151
