round,accuracy,f1
1,0.5810569086821881,0.09225653810382607
2,0.7437816223815176,0.3231776211317888
3,0.8325812483836529,0.3589592867272095
4,0.8506047625047247,0.3838600838519971
5,0.8502276148352487,0.38940692804995225
6,0.8616025543258423,0.4386125277241688
7,0.8598486104387844,0.46074370932714237
8,0.8607429891978277,0.4824836104198686
9,0.8689573483286142,0.4801820086861499
10,0.8569681969191595,0.4804858899027833
11,0.8554148458585041,0.48016361427688165
12,0.8635778134387246,0.4787245758347025
13,0.8702877263714913,0.4782315036893572
14,0.8668511236513863,0.480879252244912
15,0.8535589477662912,0.4751520805091569
16,0.850730754693209,0.48233508367575983
17,0.8709723944483863,0.4819513838707791
18,0.8565711557462384,0.4818827953351945
19,0.874423917296075,0.4748588986263989
20,0.8443258754799308,0.4869050322558211
21,0.8669099752657441,0.4865752682346916
22,0.8602365337559598,0.47496449565831417
23,0.8563415515606454,0.4799459714276165
24,0.8625151687963767,0.49036605477212847
25,0.853931122059906,0.4875738530605189
26,0.8519450872993243,0.48622712414585867
27,0.8677380423466377,0.4768217326259364
28,0.8614583264258668,0.48295560511564894
29,0.8594532270578171,0.4826760419871091
30,0.8739671956128193,0.4812618144864025
