round,accuracy,f1
1,0.5912034243350597,0.19332810155378022
2,0.8676394037253901,0.3888635166060205
3,0.8801010258416609,0.4841779714894442
4,0.8837365635962149,0.512197737907045
5,0.8861212973216713,0.524930837904969
6,0.8873447477835321,0.5552800137690603
7,0.8886378255074501,0.5628958854454318
8,0.8894932461555805,0.5769633841182875
9,0.8905981644927489,0.5841383454031562
10,0.8911485514213908,0.5830096081731494
11,0.8902981041491217,0.5857616390103919
12,0.8908874491886766,0.5884555162584819
13,0.8916036153126927,0.5916189295964401
14,0.8918788087770138,0.5919951110869413
15,0.892145713281566,0.6007772274005492
16,0.8925966326929836,0.6064454125438759
17,0.8927615829923808,0.6067356933560688
18,0.8927450050728434,0.6076565423488005
19,0.8927740164320338,0.6090324773857532
20,0.8934926692439805,0.6134820344679883
21,0.8935680987778758,0.6112583742956574
22,0.8934603423008826,0.6119557616147075
23,0.8934379621095071,0.6113212832040091
24,0.8936982354462445,0.6147627430413518
25,0.8938366610743818,0.6172775051779926
26,0.8933774527031956,0.6184108236401236
27,0.8941607594013382,0.6198524975488215
28,0.8940347672128539,0.6231168623203429
29,0.893841634450243,0.620034356963334
30,0.8933277189445833,0.6183066947768203
