round,accuracy,f1
1,0.6197812709296234,0.14542852869030146
2,0.866455740270419,0.38722639980682194
3,0.8776491515420781,0.42700305227581575
4,0.881316187343753,0.43741748560617044
5,0.8805138160381425,0.4307539949187297
6,0.882436854704482,0.4762132788083412
7,0.8824434858722969,0.47262505032255975
8,0.8856629178464619,0.5147325561644969
9,0.8862663541176237,0.5252282044172926
10,0.8850246679442717,0.5125779723145178
11,0.886769493975584,0.5297469208357624
12,0.8873977971260518,0.5447087985285306
13,0.8865249696624072,0.5440030133477431
14,0.8884355748890937,0.5547432318819667
15,0.8877434467484069,0.5550139816404535
16,0.8881106476661604,0.5594139150500095
17,0.888209286287408,0.5585732441784987
18,0.8879374084069945,0.5591300641714574
19,0.8894567747325982,0.5771343479584647
20,0.8895131396590253,0.574160109858743
21,0.8906172291002168,0.5757151366509283
22,0.8885375290942488,0.5590320051302109
23,0.8899159831037844,0.57299988977654
24,0.8897667818279478,0.5764045285767592
25,0.889656538663024,0.5695955873885356
26,0.8908410310139718,0.5853706683656069
27,0.8901638230008687,0.576309450080984
28,0.8901381272255857,0.5797041505215504
29,0.8900568954198524,0.5791489740815448
30,0.8907034342818114,0.5819959053005059
